"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"МД-00010025","5511-2919026-15-К","Палец РМШ Краз увеличенный","шт","731","","2.24","0","0"
"МД-00017824","110-2919026-К","Палец РМШ Краз увеличенный для штанг ЕВРО","шт","752","","2.2","0","0"
"МД-00022520","640-2919024","Палец РМШ УРАЛ / РОСТАР","шт","1389","","0.001","0","0"
"МД-00009664","5320-3414080","Палец рулевой (из 6-ти) в сборе ","к-т","355","","0.001","0","0"
"МД-00004041","5320-3414008","Палец рулевой (из 8-ми) (в коробке) ","к-т","395","","1.16","0","0"
"МД-00000636","5320-3414008","Палец рулевой (из 8-ми) (р/к наконечника) / ОАО Камаз","к-т","1005","","1.5","0","0"
"МД-00012382","5297-3414008РК-Э","Палец рулевой (из 8-ми) (р/к наконечника) на 5297 / ЭЛЕМЕНТ","к-т","793.5","","1.18","0","0"
"МД-00007390","Э5320-3414008","Палец рулевой (из 8-ми) (р/к наконечника) на 5320 / ЭЛЕМЕНТ","шт","609","","1.183","0","0"
"МД-00002478","R5320-3414008","Палец рулевой (из 9-ти) (р/к наконечника) / РОСТАР","шт","735","","1.3","0","0"
"МД-00001023","К5320-3414032","Палец рулевой в ПОЛИУРЕТАНЕ на КАМАЗ (с кольцом) / КМД","шт","290","","0.82","0","0"
"МД-00008842","774.5320-3414040","Палец рулевой в ПОЛИУРЕТАНЕ на КАМАЗ / ЭЛЕМЕНТ","шт","422","","0.82","0","0"
"МД-00002068","5320(116)-3414032","Палец рулевой голый / РОСТАР","шт","360","","0.72","0","0"
"МД-00000097","5320-3414032","Палец рулевой голый / Саратов","шт","205","","0.75","0","0"
"МД-00012086","5320-3414032""","Палец рулевой голый / ЭЛЕМЕНТ","шт","317","","0.75","0","0"
"МД-00020148","8543-2912547","Палец сухаря прицепа СЗАП L-100мм.","шт","34","","0.05","0","0"
"МД-00009806","К9908-2912478","Палец ушка ( голый ) 199 мм прицепа СЗАП на оси L1-8т. и DM-12т. / КМД","шт","401.5","","1.64","0","0"
"МД-00020217","К8332-2902478","Палец ушка ( голый ) 225 мм  d-50мм. НЕФАЗ на усиленную раму/КМД","шт","814","","0.001","0","0"
"МД-00007391","К5425-2912478","Палец ушка задней рессоры (на двухосник) / КМД","шт","266.2","","2.32","0","0"
"МД-00013369","К8332-2902478","Палец ушка рессоры ( голый ) 195 мм  d-50мм. НЕФАЗ / КМД","шт","704","","2.55","0","0"
"МД-00004169","К5320-2902478","Палец ушка рессоры (фосфатированный) / КМД","шт","285","","1.32","0","0"
"МД-00005483","К5320-2902478","Палец ушка рессоры / КМД","шт","286","","1.32","0","0"
"МД-00010585","4308-2902478","Палец ушка рессоры 4308 / ОАО КамАЗ","шт","1118","","0.46","0","0"
"МД-00018849","К4308-2902478","Палец ушка рессоры 4308 /Завод","шт","340","","0.65","0","0"
"МД-00018001","65115-2902478","Палец ушка рессоры 65115 / ОАО КамАЗ","шт","910.5","","0.75","0","0"
"МД-00004043","65115-2902478","Палец ушка рессоры 65115 и 6520 / завод","шт","395","","0.74","0","0"
"МД-00008322","К65115-2902478","Палец ушка рессоры 65115 и 6520 / КМД","шт","236.5","","0.727","0","0"
"МД-00004042","К43114-2902478","Палец ушка рессоры подходит на 5320 / КМД","шт","335.5","","1.32","0","0"
"МД-00020653","К5320-2902478","Палец ушка рессоры Р1 +0,5 / КМД","шт","269.5","","0.001","0","0"
"МД-00015862","2108-6308134","Палец шарнира упора ","шт","16","","0.02","0","0"
"МД-00017821","5490-8411100","Панель боковая правая (ограждение) на 5490#","шт","20009","","0.001","0","0"
"МД-00007281","5320-5401017","Панель боковины кабины левая голая / ОАО КамАЗ","шт","11833","","7.26","0","0"
"МД-00007392","5320-5401016","Панель боковины кабины правая голая / ОАО КамАЗ","шт","11833","","7.26","0","0"
"МД-00000752","5320-5399005","Панель боковины левая в сборе ( уголок+обтекатель+повторитель ) / ОАО КамАЗ","шт","3106.5","","2.5","0","0"
"МД-00000751","5320-5399004","Панель боковины правая в сборе ( уголок+обтекатель+повторитель ) / ОАО КамАЗ","шт","3106.5","","2.5","0","0"
"МД-00023054","км2-700.01","Панель верхняя спаренного крыла км2-700.01 на 5490 НЕО / Петропласт","шт","1890","","3","0","0"
"МД-00023055","кмр-700.01","Панель верхняя спаренного крыла кмр-700.01 на 5490 / Петропласт","шт","1705","","2.5","0","0"
"МД-00000694","5320-6101015","Панель двери (левая) голая (шуба)","шт","7267","","7","0","0"
"МД-00015596","5320-6101015","Панель двери (левая) голая (шуба) / ОАО КамАЗ","шт","11864","","0.001","0","0"
"МД-00000693","5320-6101014","Панель двери (правая) голая (шуба)","шт","7267","","7","0","0"
"МД-00015597","5320-6101014","Панель двери (правая) голая (шуба) / ОАО КамАЗ","шт","11864","","0.1","0","0"
"МД-00007394","5320-5400011-01","Панель держателя двери наружняя левая","шт","1100","","1.126","0","0"
"МД-00007395","5320-5400010-01","Панель держателя двери наружняя правая","шт","1100","","1.126","0","0"
"МД-00009585","5320-5601064","Панель задка КАМАЗ-5320","шт","14229","","0.001","0","0"
"МД-00017912","5320-5601082","Панель задка КАМАЗ-5320 нижняя ","шт","3234","","6","0","0"
"МД-00007396","5320-5601080","Панель задка КАМАЗ-5320 нижняя в сборе","шт","5500","","16","0","0"
"МД-00034578","5410-5601067","Панель задка КАМАЗ-5410 средняя","шт","9862","","0.001","0","0"
"МД-00021250","54901-8214007","Панель облицовочная боковая левая / РОСТАР","шт","389","","2","0","0"
"МД-00021251","54901-8214006","Панель облицовочная боковая правая / РОСТАР","шт","413","","0.001","0","0"
"МД-00012588","-","Панель облицовочная в сборе ( верх + низ Евро ) / ТЕМНО СИНЯЯ","шт","5200","","14.22","0","0"
"МД-00012588","-","Панель облицовочная в сборе ( верх + низ Евро ) / ЖЕЛТАЯ","шт","5200","","14.22","0","0"
"МД-00012588","-","Панель облицовочная в сборе ( верх + низ Евро ) / БЕЛАЯ","шт","5200","","14.22","0","0"
"МД-00012588","-","Панель облицовочная в сборе ( верх + низ Евро ) / ДЫМКА","шт","5200","","14.22","0","0"
"МД-00012588","-","Панель облицовочная в сборе ( верх + низ Евро ) / ХАКИ","шт","5200","","14.22","0","0"
"МД-00012588","-","Панель облицовочная в сборе ( верх + низ Евро ) / ОРАНЖЕВАЯ","шт","5200","","14.22","0","0"
"МД-00018911","-","Панель облицовочная в сборе ( верх + низ старого образца ) / ДЫМКА","шт","5350","","8.7","0","0"
"МД-00018911","-","Панель облицовочная в сборе ( верх + низ старого образца ) / ОРАНЖЕВАЯ","шт","5350","","8.7","0","0"
"МД-00003033","5320-8401012","Панель облицовочная верхняя / КРАШЕННАЯ / ВИШНЕВАЯ","шт","2540","","7.8","0","0"
"МД-00003033","5320-8401012","Панель облицовочная верхняя / КРАШЕННАЯ / БЕЛАЯ","шт","2540","","7.8","0","0"
"МД-00003033","5320-8401012","Панель облицовочная верхняя / КРАШЕННАЯ / ХАКИ","шт","2540","","7.8","0","0"
"МД-00003033","5320-8401012","Панель облицовочная верхняя / КРАШЕННАЯ / ТЕМНО СИНЯЯ","шт","2540","","7.8","0","0"
"МД-00003033","5320-8401012","Панель облицовочная верхняя / КРАШЕННАЯ / СВЕТЛО СИНЯЯ","шт","2540","","7.8","0","0"
"МД-00003033","5320-8401012","Панель облицовочная верхняя / КРАШЕННАЯ / ЖЁЛТАЯ","шт","2540","","7.8","0","0"
"МД-00003033","5320-8401012","Панель облицовочная верхняя / КРАШЕННАЯ / ДЫМКА","шт","2540","","7.8","0","0"
"МД-00003033","5320-8401012","Панель облицовочная верхняя / КРАШЕННАЯ / ОРАНЖЕВАЯ","шт","2540","","7.8","0","0"
"МД-00003034","5320-8401012","Панель облицовочная верхняя / НЕ КРАШЕННАЯ","шт","2440","","7.76","0","0"
"МД-00008946","5490-8401110","Панель облицовочная верхняя 5490 / ТЕХНОТРОН / БЕЛАЯ","шт","16062","","8.12","0","0"
"МД-00008946","5490-8401110","Панель облицовочная верхняя 5490 / ТЕХНОТРОН / СИНЯЯ","шт","16062","","8.12","0","0"
"МД-00008946","5490-8401110","Панель облицовочная верхняя 5490 / ТЕХНОТРОН / КРАСНАЯ","шт","16062","","8.12","0","0"
"МД-00002275","65115-8401010-04","Панель облицовочная Евро ( ЦЕЛЬНАЯ) / БИФОРМ / БЕЛАЯ","шт","5500","","14.5","0","0"
"МД-00002275","65115-8401010-04","Панель облицовочная Евро ( ЦЕЛЬНАЯ) / БИФОРМ / ХАКИ","шт","5500","","14.5","0","0"
"МД-00002275","65115-8401010-04","Панель облицовочная Евро ( ЦЕЛЬНАЯ) / БИФОРМ / ГОЛУБАЯ","шт","5500","","14.5","0","0"
"МД-00002275","65115-8401010-04","Панель облицовочная Евро ( ЦЕЛЬНАЯ) / БИФОРМ / ДЫМКА","шт","5500","","14.5","0","0"
"МД-00002275","65115-8401010-04","Панель облицовочная Евро ( ЦЕЛЬНАЯ) / БИФОРМ / ОРАНЖЕВАЯ","шт","5500","","14.5","0","0"
"МД-00002275","65115-8401010-04","Панель облицовочная Евро ( ЦЕЛЬНАЯ) / БИФОРМ / ВИШНЕВАЯ","шт","5500","","14.5","0","0"
"МД-00002275","65115-8401010-04","Панель облицовочная Евро ( ЦЕЛЬНАЯ) / БИФОРМ / СИНЯЯ","шт","5500","","14.5","0","0"
"МД-00002275","65115-8401010-04","Панель облицовочная Евро ( ЦЕЛЬНАЯ) / БИФОРМ / ЖЕЛТАЯ","шт","5500","","14.5","0","0"
"МД-00015017","6520-8401010-04","Панель облицовочная Евро (Рейсталинговая) пластиковая / КАМАТЕК  / БЕЛАЯ","шт","18400","","20","0","0"
"МД-00015017","6520-8401010-04","Панель облицовочная Евро (Рейсталинговая) пластиковая / КАМАТЕК  / ЖЕЛТАЯ","шт","18400","","20","0","0"
"МД-00015017","6520-8401010-04","Панель облицовочная Евро (Рейсталинговая) пластиковая / КАМАТЕК  / ОРАНЖЕВАЯ","шт","18400","","20","0","0"
"МД-00015017","6520-8401010-04","Панель облицовочная Евро (Рейсталинговая) пластиковая / КАМАТЕК  / СИНЯЯ","шт","18400","","20","0","0"
"МД-00009048","6520-8401010-60","Панель облицовочная Евро (Рейсталинговая) пластиковая БЕЛАЯ / ТЕХНОТРОН","шт","21893","","0.001","0","0"
"МД-00000288","6520-8401010-60","Панель облицовочная Евро (Рейсталинговая) пластиковая ЖЕЛТАЯ / ТЕХНОТРОН","шт","21893","","20","0","0"
"МД-00000289","6520-8401010-60","Панель облицовочная Евро (Рейсталинговая) пластиковая ОРАНЖЕВАЯ / ТЕХНОТРОН","шт","21893","","20","0","0"
"МД-00000290","6520-8401010-60","Панель облицовочная Евро (Рейсталинговая) пластиковая СИНЯЯ / ТЕХНОТРОН","шт","21893","","20","0","0"
"МД-00017338","53205-8401010","Панель облицовочная Евро крашенная / ОАО КамАЗ / ОРАНЖЕВАЯ","шт","31804","","6.5","0","0"
"МД-00016135","5490-8401322","Панель облицовочная нижняя 5490 / ТЕХНОТРОН / БЕЛАЯ","шт","16634","","8.5","0","0"
"МД-00001796","53205-8401120","Панель облицовочная нижняя ЕВРО / КРАШЕННАЯ / БЕЛАЯ","шт","2550","","6.5","0","0"
"МД-00001796","53205-8401120","Панель облицовочная нижняя ЕВРО / КРАШЕННАЯ / СВЕТЛО СИНЯЯ","шт","2550","","6.5","0","0"
"МД-00001796","53205-8401120","Панель облицовочная нижняя ЕВРО / КРАШЕННАЯ / ЖЕЛТАЯ","шт","2550","","6.5","0","0"
"МД-00001796","53205-8401120","Панель облицовочная нижняя ЕВРО / КРАШЕННАЯ / ТЕМНО СИНЯЯ","шт","2550","","6.5","0","0"
"МД-00001796","53205-8401120","Панель облицовочная нижняя ЕВРО / КРАШЕННАЯ / ВИШНЕВАЯ","шт","2550","","6.5","0","0"
"МД-00001796","53205-8401120","Панель облицовочная нижняя ЕВРО / КРАШЕННАЯ / ХАКИ","шт","2550","","6.5","0","0"
"МД-00001796","53205-8401120","Панель облицовочная нижняя ЕВРО / КРАШЕННАЯ / ОРАНЖЕВАЯ","шт","2550","","6.5","0","0"
"МД-00001796","53205-8401120","Панель облицовочная нижняя ЕВРО / КРАШЕННАЯ / ДЫМКА","шт","2550","","6.5","0","0"
"МД-00005867","53205-8401120","Панель облицовочная нижняя ЕВРО / НЕ КРАШЕННАЯ","шт","2450","","6.32","0","0"
"МД-00022093","5490-8401308","Панель облицовочная нижняя ЕВРО с логотипом / КРАШЕННАЯ  / БЕЛАЯ","шт","24196","","0.001","0","0"
"МД-00001795","5320-8401120","Панель облицовочная нижняя старого образца / КРАШЕННАЯ / БЕЛАЯ","шт","2700","","6","0","0"
"МД-00001795","5320-8401120","Панель облицовочная нижняя старого образца / КРАШЕННАЯ / СВЕТЛО СИНЯЯ","шт","2700","","6","0","0"
"МД-00001795","5320-8401120","Панель облицовочная нижняя старого образца / КРАШЕННАЯ / ОРАНЖЕВАЯ","шт","2700","","6","0","0"
"МД-00001795","5320-8401120","Панель облицовочная нижняя старого образца / КРАШЕННАЯ / ДЫМКА","шт","2700","","6","0","0"
"МД-00001795","5320-8401120","Панель облицовочная нижняя старого образца / КРАШЕННАЯ / ХАКИ","шт","2700","","6","0","0"
"МД-00001795","5320-8401120","Панель облицовочная нижняя старого образца / КРАШЕННАЯ / ЖЕЛТАЯ","шт","2700","","6","0","0"
"МД-00001795","5320-8401120","Панель облицовочная нижняя старого образца / КРАШЕННАЯ / ВИШНЕВАЯ","шт","2700","","6","0","0"
"МД-00001795","5320-8401120","Панель облицовочная нижняя старого образца / КРАШЕННАЯ / ТЕМНО СИНЯЯ","шт","2700","","6","0","0"
"МД-00010982","5490-8401215","Панель обтекателя левая 5490 / ТЕХНОТРОН / БЕЛАЯ","шт","13920","","4.6","0","0"
"МД-00010983","5490-8401214","Панель обтекателя правая 5490 / ТЕХНОТРОН / БЕЛАЯ","шт","13920","","4.6","0","0"
"МД-00010983","5490-8401214","Панель обтекателя правая 5490 / ТЕХНОТРОН / СИНЯЯ","шт","13920","","4.6","0","0"
"МД-00007398","65115-5301124-17","Панель передка (номерная часть)","шт","5165","","5.5","0","0"
"МД-00015359","5320-5301047","Панель передка боковая левая (уголок) крашеная / СЕРАЯ","шт","858","","1.708","0","0"
"МД-00002239","5320-5301047","Панель передка боковая левая (уголок) некрашеная","шт","814","","1.708","0","0"
"МД-00014592","53205-5301143","Панель передка боковая нижняя левая / ОАО КамАЗ","шт","619","","1.5","0","0"
"МД-00014593","53205-5301142","Панель передка боковая нижняя правая / ОАО КамАЗ","шт","755","","1.5","0","0"
"МД-00015371","5320-5301046","Панель передка боковая правая (уголок) крашеная / СЕРАЯ","шт","858","","1.708","0","0"
"МД-00002240","5320-5301046","Панель передка боковая правая (уголок) некрашеная","шт","814","","1.708","0","0"
"МД-00005625","5320-5101020","Панель пола кабины (голая) / ОАО Камаз","шт","25300","","27.5","0","0"
"МД-00021859","6520-5362506-93","Панель приборов в сборе 6520-5362506-93","шт","77000","","0.001","0","0"
"МД-00019111","4308-53250020-20-21","Панель приборов голая  АМЕТЕК  Евро-2,3 ТОРПЕДА / ТЕХНОТРОН","шт","37011","","13","0","0"
"МД-00007400","4308-05325400-20","Панель приборов голая  АМЕТЕК  Евро-3,4 ТОРПЕДА","шт","22680","","17","0","0"
"МД-00021464","4308-05325400-10","Панель приборов голая  ЭЛАРА  Евро-2,3 ТОРПЕДА / ТЕХНОТРОН","шт","37011","","17","0","0"
"МД-00005869","4308-05325400-10","Панель приборов голая  ЭЛАРА  Евро-3,4 ТОРПЕДА","шт","22680","","17","0","0"
"МД-00015325","65115-8417015","Панель фар  голая 65115 / ДЫМКА","шт","4212","","2.2","0","0"
"МД-00015325","65115-8417015","Панель фар  голая 65115 / БЕЛАЯ","шт","4212","","2.2","0","0"
"МД-00015325","65115-8417015","Панель фар  голая 65115 / ЖЕЛТАЯ","шт","4212","","2.2","0","0"
"МД-00015325","65115-8417015","Панель фар  голая 65115 / ОРАНЖЕВАЯ","шт","4212","","2.2","0","0"
"МД-00015325","65115-8417015","Панель фар  голая 65115 / СИНЯЯ","шт","4212","","2.2","0","0"
"МД-00009521","6520-8417015","Панель фар голая 6520 / ОРАНЖЕВАЯ","шт","4644","","2.2","0","0"
"МД-00009521","6520-8417015","Панель фар голая 6520 / СИНЯЯ","шт","4644","","2.2","0","0"
"МД-00009521","6520-8417015","Панель фар голая 6520 / ЖЕЛТАЯ","шт","4644","","2.2","0","0"
"МД-00009521","6520-8417015","Панель фар голая 6520 / ЧЕРНАЯ","шт","4644","","2.2","0","0"
"МД-00009521","6520-8417015","Панель фар голая 6520 / БЕЛАЯ","шт","4644","","2.2","0","0"
"МД-00015274","6520-8417015","Панель фар голая 6520 / РИАТ / ОРАНЖЕВАЯ","шт","9332","","2.2","0","0"
"МД-00015274","6520-8417015","Панель фар голая 6520 / РИАТ / ЖЕЛТАЯ","шт","9332","","2.2","0","0"
"МД-00015274","6520-8417015","Панель фар голая 6520 / РИАТ / СИНИЙ","шт","9332","","2.2","0","0"
"МД-00015764","5350-3805110-49","Панель щитка приборов / ОАО КамАЗ","шт","2014.5","","1.7","0","0"
"МД-00022821","HD90149320010","Пара конических шестерен (для передаточного числа 6,733) / Shaanxi Hande Axle Co., Ltd","к-т","61232.4","","50","0","0"
"МД-00005220","0,4мм","Паронит листовой 0,4мм (1х1.5)","шт","143","","2.738","0","0"
"МД-00005221","0,6мм","Паронит листовой 0,6мм (1х1.5)","шт","204","","2.75","0","0"
"МД-00005222","0,8мм","Паронит листовой 0,8мм (1х1.5)","шт","292","","2.796","0","0"
"МД-00005223","1мм","Паронит листовой 1мм (1х1.5)","шт","355","","2.8","0","0"
"МД-00012328","2мм","Паронит листовой 2мм (1х1.5)","шт","550","","5","0","0"
"МД-00012329","3мм","Паронит листовой 3мм (1х1.5)","шт","820","","8.5","0","0"
"МД-00020169","118.3725","Патрон для подключения дополнительных потребителей 118.3725 / г.Старый Оскол","шт","121.5","","0.001","0","0"
"МД-00007314","5320-3713010","Патрон лампы щитка приборов ЛВ211-329","шт","35","","0.004","0","0"
"МД-00019001","311.3775-001","Патрон на блок-фару габарита 311.3775-001","шт","195","","0.02","0","0"
"МД-00019002","311.3775-002","Патрон на блок-фару поворота 311.3775-002  смещенный цоколь ","шт","195","","0.02","0","0"
"МД-00010336","-","Патрон пластмассовый малый с лампой Евро запаяный","шт","35","","0.02","0","0"
"МД-00010334","-","Патрон пластмассовый малый с лампой Евро съёмный","шт","23","","0.001","0","0"
"МД-00022820","36.3775","Патрон фары 36.3775 под габаритную лампу","шт","85","","0.01","0","0"
"МД-00015354","-","Патрон фонаря УП-1","шт","15","","0.012","0","0"
"МД-00020597","-","Патрубки радиатора ЗИЛ-130 из 3-ех (силикон) / ВолгоПромТранс","к-т","1562","","0.001","0","0"
"МД-00002615","К5320-1303010/026/027","Патрубки радиатора из  3-ех ""СИНИЙ силикон"" / КМД","к-т","1293.6","","0","0","0"
"МД-00010497","5320-1303010 +...026 +...027","Патрубки радиатора из  3-ех / Волжские","к-т","134.4","","0.72","0","0"
"МД-00023148","5320-1303010 +...026 +...027","Патрубки радиатора из  3-ех / КАМРТИ","шт","574","","0.35","0","0"
"МД-00014750","5320-1303010/026/027","Патрубки радиатора из  3-ех / ЭЛАД","к-т","483","","0.078","0","0"
"МД-00007404","6520-1303010 +...026","Патрубки радиатора из 2-ух 6520 / Волжские","к-т","172.8","","0","0","0"
"МД-00007411","7405-1115074","Патрубок  впускного коллектора  правый","шт","2470","","0.97","0","0"
"МД-00007406","53205-1170125","Патрубок (интерколлера) длинный","шт","1950","","1.45","0","0"
"МД-00007407","53205-1170132","Патрубок (интерколлера) короткий","шт","1450","","1.01","0","0"
"МД-00007408","5308-1170132","Патрубок (интерколлера) на 4308  / НПФ ""КИМ""","шт","729","","0.169","0","0"
"МД-00007409","5308-1170124","Патрубок (интерколлера) на 4308 / НПФ ""КИМ""","шт","1640","","0.656","0","0"
"МД-00022498","5490-0020946382 / 0020945482","Патрубок (интерколлера) на 5490 ","шт","2096","","0.4","0","0"
"МД-00013119","5490-0020946382 / 0020945482","Патрубок (интерколлера) на 5490 / Lema","шт","3410","","0.46","0","0"
"МД-00000318","740-1303130","Патрубок (крышка коробки термостатов) / ОАО КамАЗ","шт","3070.5","","0.454","0","0"
"МД-00014686","5490-9738690066","Патрубок бачка омывателя на 5490 / MB (оригинал)","шт","2186.4","","0.06","0","0"
"МД-00007285","740-1303168","Патрубок включателя гидромуфты","шт","812","","0.6","0","0"
"МД-00007405","7405-1303168","Патрубок включателя гидромуфты Евро","шт","883","","0.528","0","0"
"МД-00013960","5270241","Патрубок водяного насоса (угловой, металлический) ISF2.8","шт","391","","0.176","0","0"
"МД-00013970","5258034 / 5262810 / 5284441 / 4983397 / 5303283","Патрубок водяного насоса входной (помпы) ISF3.8","шт","1221","","0.66","0","0"
"МД-00011397","5320-1311055","Патрубок водяной коробки ","шт","287","","0.18","0","0"
"МД-00007410","5320-1311055","Патрубок водяной коробки / ОАО КамАЗ","шт","627.5","","0.16","0","0"
"МД-00009859","7406-1303130-20","Патрубок водяной коробки Евро / КамаСпецИндустрия","шт","1087","","1.36","0","0"
"МД-00008637","740.11-1303130","Патрубок водяной коробки Евро-2 / КамаСпецИндустрия","шт","1292","","1.54","0","0"
"МД-00013964","5265285","Патрубок водяной от блока цилиндров к патрубку охладителя ЕГР (с уплотнительным кольцом) ISF2.8","шт","196","","0.02","0","0"
"МД-00022456","А9425280091","Патрубок воздухозаборника (резиновый) на 54901 / МВ","шт","10766","","0.001","0","0"
"МД-00015517","6460-1109410","Патрубок воздухозаборника 6460 / Технотрон","шт","488","","0.001","0","0"
"МД-00015516","65116-1109410","Патрубок воздухозаборника 65116 / Технотрон","шт","390","","0.001","0","0"
"МД-00013962","5265256 / 5313904 / 5265257 / 5265258","Патрубок воздушного компрессора ISF3.8","шт","489","","0.19","0","0"
"МД-00007412","7405-1115073","Патрубок впускного коллектора  левый","шт","1690","","0.86","0","0"
"МД-00005870","7403-1115074","Патрубок впускного коллектора  правый","шт","1900","","1.07","0","0"
"МД-00013981","4933777 / 3977431","Патрубок впускного коллектора (забора воздуха) 4ISBе, 6ISBe, ISF3.8","шт","767","","0.48","0","0"
"МД-00013967","5266971 / 4995765 / 5319046 / 5319045","Патрубок впускного коллектора (прямой, металлический) с уплотнительным кольцом ISF2.8","шт","426","","0.118","0","0"
"МД-00013966","5253505","Патрубок впускного коллектора (угловой, металлический) ISF2.8","шт","1232","","0.48","0","0"
"МД-00010391","7403-1115075","Патрубок впускного коллектора левый","шт","1900","","0.001","0","0"
"МД-00021489","5259918 / 5259917","Патрубок впускной водяной (кронштейн генератора) Евро-4 6ISBe","шт","6200","","0.001","0","0"
"МД-00018891","3286575","Патрубок выпускного коллектора ","шт","3000","","3","0","0"
"МД-00001991","7403-1008035","Патрубок выпускного коллектора (левый) / ОАО КамАЗ","шт","2571","","1.64","0","0"
"МД-00000758","7406-1008035","Патрубок выпускного коллектора (левый) на 6520","шт","4645.5","","2.24","0","0"
"МД-00001992","7403-1008034","Патрубок выпускного коллектора (правый)","шт","2639.5","","1.76","0","0"
"МД-00016053","43114-1203016","Патрубок выпускной ( эжектор ) 4310, 43114 / ОАО КамАЗ","шт","871.5","","0.93","0","0"
"МД-00017400","43114-1203048-31","Патрубок выпускной ( эжектор ) 43114  -31 / ВВК","шт","3326","","5","0","0"
"МД-00017399","43114-1203048-43","Патрубок выпускной ( эжектор ) 43114  -43 / ВВК","шт","2808","","5","0","0"
"МД-00018320","43118-1203048-90","Патрубок выпускной ( эжектор ) 43118  -90 / ВВК","шт","2808","","3.45","0","0"
"МД-00005871","5320-1203016","Патрубок выпускной ( эжектор ) 5320 кривой ","шт","421","","1.59","0","0"
"МД-00005558","5320-1203016","Патрубок выпускной ( эжектор ) 5320 кривой / ОАО КамАЗ","шт","701","","1.52","0","0"
"МД-00017401","53215-1203048-90","Патрубок выпускной ( эжектор ) 53215  -90 / ВВК","шт","1404","","5","0","0"
"МД-00011369","54115-1203048","Патрубок выпускной ( эжектор ) 54115 / ВВК","шт","2052","","3.42","0","0"
"МД-00005872","54115-1203048","Патрубок выпускной ( эжектор ) 54115 / ОАО КамАЗ","шт","4835.5","","5.68","0","0"
"МД-00035172","54115-1203048Э","Патрубок выпускной ( эжектор ) 54115 / ЭЛЕМЕНТ","шт","2436","","0.001","0","0"
"МД-00000841","5511-1203016","Патрубок выпускной ( эжектор ) 5511","шт","387","","1.008","0","0"
"МД-00006092","5511-1203016","Патрубок выпускной ( эжектор ) 5511 / ОАО КамАЗ","шт","745.5","","1.3","0","0"
"МД-00011370","6350-1203048","Патрубок выпускной ( эжектор ) 6350 / ВВК","шт","1080","","3.42","0","0"
"МД-00010697","43105-1203048","Патрубок выпускной 43105 / ОАО КамАЗ","шт","5113","","3.78","0","0"
"МД-00013982","4992623","Патрубок выпускной водяной (термостата отводящий) ISF3.8","шт","270","","0.11","0","0"
"МД-00013973","5263134","Патрубок выпускной системы охлаждения (крышка корпуса термостата) ISF2.8","шт","242","","0.098","0","0"
"МД-00007413","54115-1203016","Патрубок выпускной трубы (угловой) / ОАО КамАЗ","шт","1086","","0.712","0","0"
"МД-00018032","4326-1203016","Патрубок выпускной трубы (угловой) 4326 D-120 мм","шт","680","","0.675","0","0"
"МД-00018031","54115-1203016","Патрубок выпускной трубы (угловой) 54115 D-95 мм","шт","557","","0.475","0","0"
"МД-00015928","5490-9405281982","Патрубок выходной воздушного фильтра (на 5490) / аналог","шт","4200","","1.92","0","0"
"МД-00007414","5320-1109445-01","Патрубок выходной воздушного фильтра (с ребрами)","шт","216","","0.871","0","0"
"МД-00007288","5320-1109445-10","Патрубок выходной воздушного фильтра (сапог)","шт","320","","1.251","0","0"
"МД-00013157","5490-9405280709","Патрубок МЗГ масляного радиатора (нижняя часть) на 5490","шт","1755","","0.1","0","0"
"МД-00016248","18ЖД24.8106.013 у","Патрубок на ПЖД-12ЖД24, 16ЖД24 /   ПРАМОТРОНИК ","шт","150","","0.025","0","0"
"МД-00016247","18ЖД24.8106.009 у","Патрубок на ПЖД-12ЖД24, 16ЖД24 /  ПРАМОТРОНИК ","шт","455","","0.15","0","0"
"МД-00016246","18ЖД24.8106.008 у","Патрубок на ПЖД-12ЖД24, 16ЖД24 / ПРАМОТРОНИК ","шт","55","","0.05","0","0"
"МД-00016249","18ЖД24.8106.015 у","Патрубок на ПЖД-12ЖД24, 16ЖД24 угловой / ПРАМОТРОНИК ","шт","151","","0.015","0","0"
"МД-00004758","5511-8604087","Патрубок НШ-32 (кривой)","шт","232","","0.22","0","0"
"МД-00007315","5511-8604087","Патрубок НШ-32 (под шланг)","шт","125","","0.15","0","0"
"МД-00008276","5511-8604088","Патрубок НШ-32 (с резьбой)","шт","205","","0.34","0","0"
"МД-00017597","К5511-8604088","Патрубок НШ-32 (с резьбой) чугунный / КМД","шт","184.8","","0.4","0","0"
"МД-00004759","5511-8604087","Патрубок НШ-50 (кривой)","шт","243","","0.26","0","0"
"МД-00007318","5511-8604087-10","Патрубок НШ-50 (под шланг)","шт","125","","0.175","0","0"
"МД-00001067","5511-8604088","Патрубок НШ-50 (с резьбой)","шт","205","","0.4","0","0"
"МД-00017598","К5511-8604088","Патрубок НШ-50 (с резьбой) чугунный / КМД","шт","184.8","","0.32","0","0"
"МД-00007416","7403-1115046","Патрубок объединительный впускного коллектора ","шт","3294","","1.3","0","0"
"МД-00007415","7406-1115046-40","Патрубок объединительный впускного коллектора ЕВРО-2","шт","4600","","2.412","0","0"
"МД-00013969","5265278","Патрубок от корпуса термостата к водяному насосу (в сборе с кольцом перепускным) ISF2.8","шт","658","","0.114","0","0"
