"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"ДН012551","АВМ 740 33 В","Пневморессора АВМ 740 33 В на 813 голая,под один болт","шт","4530","","0","0","0"
"ДН008724","238-1722024","Пневмоцилиндр КПП в сборе","шт","3600","","3.75","0","0"
"ДН008725","238М-1722024","Пневмоцилиндр КПП в сборе","шт","4440","","3.25","0","0"
"ДН009193","239/238М-1722024","Пневмоцилиндр КПП в сборе","шт","6600","","0","0","0"
"ДН012457","A-C09016","Пневмоцилиндр КПП Китай (16778)","шт","5700","","6.96","0","0"
"ДН13627","JS180-1707060-13","Пневмоцилиндр КПП Китай (JS180-1707060-13)","шт","11100","","0","0","0"
"ДН005149","236-1702125","Поводок переключения 1-ой передачи и задн. хода","шт","330","","0","0","0"
"ДН000569","26-3726","Повторитель поворотов Евро (БАНАН)","шт","48","","0.084","0","0"
"ДН008686","5702-3726","Повторитель указателя поворота боковой н/о","шт","240","","0","0","0"
"ДН14605","20032101","Поддон блока двигателя ОМ 501 LA","шт","13200","","0","0","0"
"ДН008690","236-1009010-А","Поддон блока двигателя ЯМЗ-236","шт","6920","","8.7","0","0"
"ДН006247","238-1009010-А","Поддон блока двигателя ЯМЗ-238","шт","7150","","10.45","0","0"
"ДН010616","238Ф-1009010-Б2","Поддон блока двигателя ЯМЗ-238Ф","шт","8250","","0","0","0"
"ДН012992","53602-1009010","Поддон блока двигателя ЯМЗ-536","шт","5100","","0","0","0"
"ДН011861","650-1009010","Поддон блока двигателя ЯМЗ-650","шт","18900","","0","0","0"
"ДН13552","631019-2902422","Подкладка  передней рессоры МАЗ (h=15мм) 631019","шт","2110","","0.878","0","0"
"ДН011809","6422-2902422","Подкладка  передней рессоры МАЗ (h=25мм)","шт","1090","","1.54","0","0"
"ДН011238","6430-2902422","Подкладка  передней рессоры МАЗ 6430 (h=60мм)","шт","1700","","0","0","0"
"ДН004396","64222-2902422","Подкладка  передней рессоры (3-х листов.рес..90мм)","шт","1770","","1.03","0","0"
"ДН009904","4370-2912422","Подкладка рессоры ""Зубрёнок"" (h=20мм)","шт","725","","1","0","0"
"ДН004295","543205-22001","Подкрылок переднего колеса левый МАЗ 543205 с/сп","шт","1260","","7","0","0"
"ДН009517","5551-22002","Подкрылок переднего колеса левый МАЗ 5516,5551 б/сп","шт","1260","","7","0","0"
"ДН004294","543205-22001","Подкрылок переднего колеса правый МАЗ 543205 с/сп","шт","1260","","7","0","0"
"ДН009518","5551-22002","Подкрылок переднего колеса правый МАЗ 5516 5551 б/сп","шт","1260","","7","0","0"
"ДН012284","4370-8405016","Подножка ""Зубрёнок"" (правая)","шт","345","","0","0","0"
"ДН004651","6422-8405024","Подножка верхняя L=385","шт","330","","0.6","0","0"
"ДН010085","6312-8405023","Подножка верхняя н/о","шт","390","","0.7","0","0"
"ДН013335","544018-2802066","Подножка дополнительная","шт","980","","0","0","0"
"ДН012546","4371-8405025-010","Подножка кабины МАЗ 4371 левая","шт","11200","","8.2","0","0"
"ДН011365","4371-8405024-010","Подножка кабины МАЗ 4371 правая","шт","9780","","8.2","0","0"
"ДН009735","6312/6430-8405025-010","Подножка кабины МАЗ 6312 левая в замен 6430","шт","6825","","7","0","0"
"ДН009730","6312/6430-8405024-010","Подножка кабины МАЗ 6312 правая в замен 6430","шт","6825","","7","0","0"
"ДН004652","6422-8405016","Подножка нижняя","шт","630","","2.35","0","0"
"ДН13981","5551/4370-8405016","Подножка нижняя 5551/4370","шт","500","","0","0","0"
"ДН009921","544008-8405017-01","Подножка нижняя н/о","шт","777","","1","0","0"
"ДН13852","544008-8405017","Подножка нижняя н/о пластик","шт","400","","0","0","0"
"ДН010086","6312-8405021","Подножка средняя н/о","шт","370","","1","0","0"
"ДН14039","650/651-3740068","Подогреватель воздуха ЯМЗ 651/650","шт","7500","","0","0","0"
"ДН003619","236/238-Т58/25-2кВт Магнум №26","Подогреватель двиг.ЯМЗ 236/238 старого образца 2КВт","шт","1840","","2.15","0","0"
"ДН12655","236/238-Т58/25-3кВт Магнум №26","Подогреватель двиг.ЯМЗ 236/238 старого образца 3 КВт","шт","2160","","0","0","0"
"ДН005900","7511 2КВт-Т70/25-2кВт Магнум №27","Подогреватель двигателя электрический ЯМЗ нового образца 7511 (Евро-2) 2 КВт","шт","2055","","3.1","0","0"
"ДН011348","7511 3КВт-Т70/25-3кВт Магнум №27","Подогреватель двигателя электрический ЯМЗ нового образца 7511 (Евро-2) 3КВт","шт","2080","","0","0","0"
"ДН007604","236/238-ЭМ4-28-07/220","Подогреватель двигателя ЯМЗ электрический в блок цилиндров","шт","1380","","0","0","0"
"ДН011940","5340-1117302","Подогреватель топлива ЯМЗ 536, 650","шт","1650","","0","0","0"
"ДН004727","ЭППА-2","Подогреватель электрический ЯМЗ ЭППА-2","шт","1580","","0","0","0"
"ДН013049","500-3407009","Подсборка насоса ГУР МАЗ-500 (шкив, кронштейны, натяжное)","шт","4900","","0","0","0"
"ДН003237","6430-6807006-010","Подставка пневмосиденья","шт","13400","","13.8","0","0"
"ДН007185","5440-2702171","Подставка под седельное устройство","шт","8570","","0","0","0"
"ДН007527","54321-2702171","Подставка под седельное устройство 54321","шт","9800","","0","0","0"
"ДН011078","616/617-2400018","Подушка боковой опоры дв-ля Мерседес импорт","шт","4200","","0","0","0"
"ДН14850","616/617-2400018","Подушка боковой опоры дв-ля Мерседес Москва","шт","2150","","0","0","0"
"ДН003001","500-1001035","Подушка боковой опоры двигателя МАЗ (4320Я)","шт","527","","3.35","0","0"
"ДН003002","6422-1001034","Подушка боковой опоры двигателя СМАЗ","шт","650","","4.5","0","0"
"ДН007306","64221-1001029","Подушка боковой опоры двигателя ТМЗ (задняя)","шт","47","","0.55","0","0"
"ДН009661","6430-1001035","Подушка боковой опоры ЕВРОМАЗ","шт","240","","0.9","0","0"
"ДН013034","4370-1001029","Подушка двигателя передняя верхняя","шт","165","","0","0","0"
"ДН011854","63031-1001020","Подушка двигателя передняя МАЗ","шт","345","","0.536","0","0"
"ДН005880","5336-5001016","Подушка кабины МАЗ","шт","35","","0.15","0","0"
"ДН002999","500-1001029","Подушка КПП","шт","93","","0.45","0","0"
"ДН008603","500-1302139","Подушка малая крепления глушителя (радиатора)","шт","5.5","","0","0","0"
"ДН006464","5336-1602029","Подушка педали","шт","32","","0.035","0","0"
"ДН013014","650-1001013","Подушка передней опоры двигателя ЯМЗ-650 (нижняя); d=28мм, D=100мм, h=64мм","шт","908","","0","0","0"
"ДН013266","650-1001020","Подушка передней опоры ЯМЗ 650; ф28х80х30мм","шт","270","","0.088","0","0"
"ДН003912","214-2902430","Подушка передней рессоры КРАЗ","шт","300","","1.3","0","0"
"ДН12588","6430-6803010","Подушка пневмосиденья н/о (ОАО ""ОЗАА"")","шт","2190","","0","0","0"
"ДН006867","64221/6520-2902430","Подушка под вкладыш передней рессоры","шт","6300","","0.81","0","0"
"ДН003312","204-1302060-01","Подушка подвески радиатора","шт","14","","0.7","0","0"
"ДН010076","6430-1302060","Подушка подвески радиатора н/о","шт","195","","0.15","0","0"
"ДН004384","63031-2202085","Подушка подвесной опоры ЕВРОМАЗ","шт","145","","0.75","0","0"
"ДН003311","5336-2202085","Подушка подвесной опоры СУПМАЗ","шт","145","","0.75","0","0"
"ДН010942","64221-1302060","Подушка радиатора ""Зубрёнок""","шт","630","","0.48","0","0"
"ДН011934","А 930 504 011 4","Подушка радиатора МАЗ с дв. ""МВ""","шт","4700","","0","0","0"
"ДН14580","5440А9-1302060","Подушка радиатора нижняя ЯМЗ 650","шт","250","","0","0","0"
"ДН14579","5440А9-1302066","Подушка радиатора ЯМЗ 650","шт","150","","0","0","0"
"ДН003935","210-1801030","Подушка раздаточной коробки КРаЗ","шт","57","","0.27","0","0"
"ДН012900","5434-1801030","Подушка раздаточной коробки МАЗ","шт","300","","0.27","0","0"
"ДН009659","375-1801030","Подушка раздаточной коробки УРАЛ","шт","38","","0","0","0"
"ДН008052","64221-2702090","Подушка седельного устройства","шт","2190","","3.7","0","0"
"ДН003000","504В-1001020","Подушка центральной опоры двигателя МАЗ","шт","165","","0.6","0","0"
"ДН003101","102308Л","Подшипник 40х90х23 ролик., радиал.","шт","290","","0.6","0","0"
"ДН003232","108710","Подшипник 108710 опорный шкворня 500-А","шт","205","","0.414","0","0"
"ДН012318","1160304","Подшипник 1160304  20х52х18","шт","110","","0","0","0"
"ДН012317","117 (6017)","Подшипник 117 (6017)","шт","295","","0","0","0"
"ДН004973","1206","Подшипник 30х62х16 шарик.радиал. сферич. 2-ряд","шт","80","","0","0","0"
"ДН004974","1211","Подшипник 55х100х21шар. радиал. сферич. 2-ряд","шт","130","","0","0","0"
"ДН003102","NF309-12309","Подшипник 12309   45х100х25","шт","180","","0","0","0"
"ДН003103","NF311-12311","Подшипник 12311   55х120х29","шт","435","","0","0","0"
"ДН003614","129710","Подшипник 50х80,5х22,8 опорный шкворня СуперМаз","шт","372","","0.45","0","0"
"ДН004976","1308","Подшипник 40х90х23 шарик., 2-ряд.","шт","145","","0","0","0"
"ДН14609","144903","Подшипник 144903 (на вилку демультипликатора)","шт","100","","0","0","0"
"ДН003124","160703","Подшипник 17х62х20 помпы шарик., 1-ряд.","шт","156","","0","0","0"
"00000925","170314","Подшипник 70х150х35 (на первичный вал с канавкой)","шт","1650","","3.15","0","0"
"ДН004965","180201","Подшипник 12х32х10 шарик., радиал.","шт","30","","0","0","0"
"ДН004963","180203","Подшипник 17х40х12 шарик., радиал.","шт","20","","0","0","0"
"ДН12783","180205(6205)","Подшипник 180205 (6205) 25x52x15 закрытый","шт","60","","0.14","0","0"
"ДН004964","180206","Подшипник 30х62х16 шарик., радиал.","шт","90","","0","0","0"
"ДН013446","180305","Подшипник 180305 25х62х17 закрытый","шт","88","","0.22","0","0"
"ДН004961","650-1308043","Подшипник 180306  30х72х19 (6306-2RS)","шт","150","","0.38","0","0"
"ДН004960","650-1308044","Подшипник 180307  35х80х2 (6307-2RS)","шт","210","","0","0","0"
"ДН004991","180309","Подшипник 180309  45х100х25 (6309-2RS)","шт","300","","0","0","0"
"ДН001930","180603","Подшипник 17х47х19 (на генератор)","шт","100","","0.15","0","0"
"ДН004962","180606","Подшипник 180606  30х72х27 (62306)","шт","300","","0","0","0"
"ДН004967","62309RS-180609","Подшипник 45х100х36","шт","520","","0","0","0"
"ДН003211","2007120","Подшипник 100х150х32","шт","600","","0","0","0"
"ДН003104","2007122","Подшипник 110х170х38","шт","780","","0","0","0"
"ДН004986","202","Подшипник 15х35х11","шт","15","","0","0","0"
"ДН003113","208","Подшипник 40х80х18 шар., радиал., 1-ряд.","шт","60","","0","0","0"
"ДН14325","6211/6-211-211","Подшипник 211 55х100х21 вала КОМ КПП 239,202","шт","237","","0","0","0"
"ДН003108","2224Л","Подшипник 120х215х40","шт","980","","0","0","0"
"ДН004975","2308/-1608","Подшипник 2308   40х90х33 шарик., 2-ряд.","шт","195","","0","0","0"
"ДН003621","2308","Подшипник 40х90х23","шт","225","","0","0","0"
"ДН012645","664706 Е5","Подшипник 252806 металлическая обойма (аналог 664706) на бортовую передачу","шт","80","","0","0","0"
"ДН003123","27312","Подшипник 27312   60х130х33,5","шт","985","","0","0","0"
"ДН003404","6-27313","Подшипник 6-27313 (31313/Р6) (хвостовика (малый)","шт","650","","1.2","0","0"
"ДН003455","6-27613","Подшипник 65х140х51 6-27613 хвостовика (малый)","шт","1200","","3.64","0","0"
"ДН003233","6-27616","Подшипник 80х170х64,5 (6-27616) хвостовика","шт","4670","","6.5","0","0"
"ДН003180","29908 К1","Подшипник 29908 К1 опорный шкворня МАЗ 4370","шт","330","","0.4","0","0"
"ДН003681","2ШС20","Подшипник 20х47х26","шт","230","","0.184","0","0"
"ДН012320","3056205 (3205,5205,-2RS)","Подшипник 3056205(3205,5205,-2RS) привода вентилятора; 25х52х20,6","шт","175","","0.19","0","0"
"ДН003403","306","Подшипник 30х72х19","шт","115","","0","0","0"
"ДН004983","309","Подшипник 45х100х25","шт","120","","0.84","0","0"
"ДН003623","312","Подшипник 60х130х31","шт","900","","1.7","0","0"
"ДН004381","313","Подшипник 65х140х33","шт","1296","","2.11","0","0"
"ДН003106","322220","Подшипник 100х180х34","шт","645","","3.28","0","0"
"ДН010447","8.8262-32308/7608","Подшипник 40х90х35,25","шт","320","","1.05","0","0"
"ДН012319","32605 (NU 2305)","Подшипник 32605 (NU 2305) 25х62х24","шт","210","","0","0","0"
"ДН12786","6-3007716А-33116","Подшипник 33116 (80х130х37)","шт","1200","","0","0","0"
"ДН003462","3609 (22309)","Подшипник 45х100х36 задний промвала КПП 236,238","шт","660","","1.4","0","0"
"ДН010521","8.8266-3КК 75х83х26Д","Подшипник 3КК 75х83х26Д КПП 239 (8.8266)","шт","615","","0.09","0","0"
"ДН010524","8.8265-3КК 85х93х40Д","Подшипник 3КК 85х93х40Д КПП 239 (8.8265)","шт","633","","0","0","0"
"ДН010522","8.8264-3КК 95х103х40Д","Подшипник 3КК 95х103х40Д КПП 239 (8.8264)","шт","1850","","0.22","0","0"
"ДН010523","8.8263-3КК 95х103х50Д","Подшипник 3КК 95х103х50Д КПП 239 (8.8263)","шт","930","","0.225","0","0"
"ДН003210","42216","Подшипник 80х140х26","шт","425","","1.5","0","0"
"ДН003109","42308 Л","Подшипник 40х90х23 передний промвала","шт","400","","0.73","0","0"
"ДН003107","42310","Подшипник 50х110х27","шт","320","","1.15","0","0"
"ДН003228","43310","Подшипник 43310","шт","285","","0","0","0"
"ДН009985","464818","Подшипник 89х100х22  однорядный","шт","330","","0.14","0","0"
"ДН010446","50217","Подшипник 85х150х28 вала демультипликатора","шт","600","","1.77","0","0"
"ДН003182","50313","Подшипник 65х140х33 (с канавкой)","шт","780","","2.11","0","0"
"ДН003183","50315 (6315)","Подшипник 75х160х37 (с канавкой)","шт","1650","","2.99","0","0"
"ДН003111","6411N-50411","Подшипник 55х140х33 с канавкой (на вал КПП)","шт","1215","","2.36","0","0"
"00000929","592708","Подшипник 592708  40х77,5х18 ( первичн вал КПП)","шт","300","","0.511","0","0"
"ДН001756","64907","Подшипник 32х52х49 (на КПП)","шт","250","","0.36","0","0"
"ДН003114","","Подшипник 70х180х42","шт","1200","","5.74","0","0"
"ДН007207","664706 Е5","Подшипник 664706","шт","75","","0.078","0","0"
"ДН14928","664706 Е5","Подшипник 664706 Е5 с осью колесн ЗАВОД /10-ГПЗ","шт","390","","0","0","0"
"ДН004106","664706 Е5","Подшипник 664706 Е5 с осью колесной передачи(в металлической обойме)","к-т","266","","0.7","0","0"
"ДН004370","664818","Подшипник 89х100х42,5","шт","1170","","0.262","0","0"
"ДН12785","664910","Подшипник 664910 (52х60х39)","шт","120","","0.12","0","0"
"ДН003240","6-7212А","Подшипник 60х110х23,75 (6-7212А заднего вала СМ)","шт","450","","0.93","0","0"
"ДН004972","7311","Подшипник 55х120х31,5","шт","580","","1.56","0","0"
"ДН005969","7313","Подшипник 65х140х36","шт","540","","2.48","0","0"
"ДН004970","6-7314А","Подшипник 70х150х38 (6-7314А на МОД н/о)","шт","980","","3.09","0","0"
"ДН008149","Jun-16","Подшипник 80х140х35,25 картера КПП 239 задний вторичного вала","шт","660","","2.15","0","0"
"ДН003927","7517А","Подшипник  (внутренний задней ступицы)","шт","912","","2.65","0","0"
"ДН002340","","Подшипник 95х170х45,5 (на КрАЗ ступицы 6410)","шт","400","","0","0","0"
"ДН001845","6-7520А/32220","Подшипник 100х180х49 (задней ступицы)","шт","1650","","5.06","0","0"
"ДН004969","7606","Подшипник 30х72х28,75","шт","220","","0.56","0","0"
"ДН004968","7607","Подшипник 35х80х32,75","шт","300","","0.76","0","0"
"ДН010300","6-7610А/ 32310","Подшипник 50х110х42,25 (6-7610А перед ступицы ЕВРО)","шт","655","","1.89","0","0"
"ДН003117","7611","Подшипник 55х120х45,5","шт","210","","2.43","0","0"
"ДН005968","7616","Подшипник 80х170х61,5","шт","1605","","6.49","0","0"
"ДН002322","7718","Подшипник 90х160х49,5","шт","1335","","3.88","0","0"
"ДН013242","7718","Подшипник 7718 90х160х49,5 (Волжский стандарт)","шт","1720","","3.88","0","0"
"ДН003929","7815","Подшипник 7815 (наружный зад ступицы)","шт","1020","","2.6","0","0"
"ДН003652","8103","Подшипник 17х30х9","шт","25","","0.026","0","0"
"ДН12787","8111","Подшипник 8111 (51111) (55x78x16)","шт","192","","0","0","0"
"ДН003664","822707","Подшипник 35х55х25","шт","400","","0.155","0","0"
"ДН007438","822806Д","Подшипник 822806Д на вал демультипликатора (46 2292 6822); 36х52х32","шт","960","","0.184","0","0"
"ДН012503","55/35","Подшипник NК 55/35 переднего моста МАЗ-5434,55165","шт","650","","0.26","0","0"
"00000937","986714КС17","Подшипник выжимной голый (Россия)","шт","190","","0.465","0","0"
"ДН002253","986714КС17","Подшипник выжимной голый","шт","210","","0.422","0","0"
"ДН002321","32218-7518","Подшипник дифференциала (опорный) 90х160х43","шт","1245","","3.42","0","0"
"ДН12743","32013Х-2007113","Подшипник заднего вала среднего моста (32013 Х)","шт","420","","0.6","0","0"
"ДН013477","804907","Подшипник пальца шарнира (переднего моста)","шт","405","","0","0","0"
"ДН012185","6--2697709-А","Подшипник привода ТНВД (со втулкой)","шт","1650","","1","0","0"
"ДН012162","14287","Подшипник ролик. иголь. (пром.вала з/х) КПП Китай","шт","550","","0","0","0"
"ДН003606","42308E (NJ308E)","Подшипник роликовый","шт","560","","0","0","0"
"ДН12832","142807","Подшипник роликовый","шт","372","","0","0","0"
"ДН006368","102308E (NCL308E/YA)","Подшипник роликовый (без канавки неразборный)","шт","650","","0","0","0"
"ДН010836","42307E(NJ307E)","Подшипник роликовый (без канавки разборный)","шт","600","","0","0","0"
"ДН12828","2007114 (32014)","Подшипник роликовый МОД","шт","350","","0","0","0"
"ДН010419","192309ENV(NUP309EN)","Подшипник роликовый с канавкой 44,5х100х25","шт","1200","","0","0","0"
"ДН010837","192310E (310ENV, 310ENV/Y","Подшипник роликовый с канавкой 50х110х27","шт","870","","0","0","0"
"ДН010838","192311E (311ENV)","Подшипник роликовый с канавкой 55х120х29","шт","760","","0","0","0"
"ДН003227","102309E (NCL309E/YA)","Подшипник роликовый цилинд. без канавки неразборный","шт","750","","0","0","0"
"ДН006266","50118(6018N)","Подшипник шарик. с канавкой 90х140х24","шт","820","","1.2","0","0"
"ДН008372","150212K (6212 ZNB)","Подшипник шариковый (с канавкой) (6212 ZNB)","шт","460","","0","0","0"
"ДН004382","370309Y(6-309N)","Подшипник шариковый (с канавкой) 44,5х100х25","шт","750","","0","0","0"
"ДН13603","3820","Подшипник шкворня МАЗ 4370 NК 38*48*20","шт","290","","0","0","0"
"ДН001848","5025","Подшипник шкворня МАЗ 6430 NК 50/25","шт","180","","0.1","0","0"
"ДН007341","3820","Подшипник шкворня НК 38*45*20","шт","120","","0.6","0","0"
"ДН004298","ШС-35","Подшипник ШС-35 разжимного кулака ""Зубрёнок""","шт","120","","0.22","0","0"
"ДН005967","ШС-45","Подшипник ШС-45","шт","176","","0","0","0"
"ДН005966","ШСП 25","Подшипник ШСП-25","шт","90","","0.106","0","0"
"ДН003698","ШСП-30","Подшипник ШСП-30","шт","100","","0.144","0","0"
"ДН003197","ШСП-40","Подшипник ШСП-40","шт","175","","0.3","0","0"
"ДН007505","ШСП-42","Подшипник ШСП-42","шт","330","","0.266","0","0"
"ДН003196","ШСП-50","Подшипник ШСП-50 К","шт","435","","0.5","0","0"
"ДН009958","2381-1701030","Поковка первичного вала 2381","шт","2500","","0","0","0"
"ДН008507","201-1722078","Ползун + ось вилки демультипликатора (латунь)","шт","420","","0.112","0","0"
"ДН011132","6430-8216008","Полка верхняя в сб. (на высокую кабину)","шт","8850","","0","0","0"
"ДН013400","5440-8216008","Полка верхняя в сб. (на низкую кабину)","шт","15300","","0","0","0"
"ДН009644","","Полотенце махровое МАЗ (35х50мм)","шт","145","","0","0","0"
"ДН007208","236-1005183-Д","Полукольцо коленвала (ремонтное) Р-1 толщина 8мм","шт","230","","0.162","0","0"
"ДН12427","7511-1005183","Полукольцо коленвала (ремонтное) Р-1 толщина 8мм","шт","235","","0","0","0"
"ДН003223","236-1005183-Д","Полукольцо коленвала Р0 толщина 7,5мм","шт","210","","0.12","0","0"
"ДН006019","7511-1005183","Полукольцо коленвала Р0 толщина 7,5мм","шт","210","","0.12","0","0"
"ДН14169","7511-1005183","Полукольцо коленвала Р0 толщина 7,5мм АВТОДИЗЕЛЬ","шт","690","","0","0","0"
"ДН011313","5340-1005194","Полукольцо коленвала ЯМЗ 536","шт","490","","0.12","0","0"
"ДН012858","650-1005193","Полукольцо коленвала ЯМЗ 650 верхнее","шт","450","","0.058","0","0"
"ДН012859","650-1005194","Полукольцо коленвала ЯМЗ 650 нижнее","шт","450","","0.06","0","0"
"ДН008134","11101","Полукрылок К-430 1/3 часть","шт","400","","0","0","0"
"ДН008657","14105-Э","Полукрылок К-670 1/3 часть","шт","410","","0","0","0"
"ДН011681","15201-2-Э","Полукрылок К-700 1/3 часть (боковая часть)","шт","770","","2","0","0"
"ДН010022","К-700.01-15201-1","Полукрылок К-700 1/3 часть (верхняя часть)","шт","1325","","2.5","0","0"
"ДН004723","236-1029286-Б2","Полумуфта ведомая привода ТНВД","шт","565","","0.25","0","0"
"ДН005438","236-1029268-Г","Полумуфта ведущая привода ТНВД","шт","300","","0.45","0","0"
"ДН010239","7511-1029268-10","Полумуфта ЯМЗ 6581/82/83 (L=190мм)","шт","1650","","0","0","0"
"ДН008432","7511-1029268","Полумуфта ЯМЗ 7511(L-165мм)","шт","1740","","0","0","0"
"ДН003468","6303-2503071","Полуось (2 венца, 1030 мм)","шт","4500","","12.7","0","0"
"ДН008867","6303-2503070","Полуось (2 венца, 1130 мм)","шт","3500","","0","0","0"
"ДН008868","54321-2403071","Полуось (3 венца, 1080мм)","шт","4260","","13.6","0","0"
"ДН004397","64221-2503070","Полуось (3 венца, 1130 мм)","шт","5700","","14.3","0","0"
"ДН012613","4370-2403071","Полуось левая (длинный шлиц)","шт","12600","","0","0","0"
"ДН009749","5440-2403070","Полуось н/о (2 венца, 1070 мм)","шт","9950","","13","0","0"
"ДН009750","5440-2403071","Полуось н/о (3 венца, 1096 мм)","шт","12950","","13.78","0","0"
"ДН004675","5336-2403070","Полуось правая L=1080мм (2 венца)","шт","2820","","0","0","0"
"ДН011602","6430-2801103","Поперечина заднего подрессоривания н/о","шт","2460","","0","0","0"
"ДН008392","514-2801175","Поперечина задняя (самосвал)","шт","6150","","24.55","0","0"
"ДН13719","6312W6-2801172-000","Поперечина задняя н/о 6312W6","шт","13670","","0","0","0"
"ДН011601","54402-2801162-020","Поперечина под седельное уст-во (МАЗ ЕВРО-3)","шт","7500","","0","0","0"
"ДН011988","5336-2801134","Поперечина рамы 5336","шт","3360","","0","0","0"
"ДН011862","6430-2801100","Поперечина рамы 6430","шт","9600","","0","0","0"
"ДН010087","643069-2801080","Поперечина рамы 643069","шт","12540","","32.28","0","0"
"ДН12567","651608-2801096","Поперечина рамы 651608","шт","7860","","0","0","0"
"ДН012657","4370-2801080-010","Поперечина рамы передняя Зубрёнок","шт","7800","","0","0","0"
"ДН005113","5336-2801152-01","Поперечина средняя","шт","3650","","0","0","0"
"ДН003190","5336-5400012","Порог без усилителя (нижняя часть дверного проема правая)","шт","1500","","2.7","0","0"
"ДН013536","5336-5400012/13","Порог без усилителя (нижняя часть дверного проема) правый/левый к-т","к-т1","1620","","5.4","0","0"
"ДН003215","5336-5400013","Порог без усилителя (нижняя часть дверного проема левая)","шт","1500","","2.7","0","0"
"ДН011606","6430-8202032","Поручень кабины (внутренний)","шт","485","","0","0","0"
"ДН004653","64221-8202034","Поручень кабины (ручка капота)","шт","282","","0.35","0","0"
"ДН011324","6430-8202034","Поручень кабины (ручка капота) н/о","шт","910","","0","0","0"
"ДН012109","544019-2934678","Поршень (стакан пневмобаллона 544019) H=130 мм","шт","2750","","4.4","0","0"
"ДН010992","6430-2934678","Поршень (стакан пневмобаллона 6430) H=145 мм","шт","2690","","4.9","0","0"
"ДН010783","650-3509160","Поршень компрессора с кольцами на двиг. 650 (D=76мм)","шт","760","","0","0","0"
"ДН011924","А29.01.160","Поршень компрессора с кольцами ПК 310 (D=72мм)","шт","590","","0.22","0","0"
"ДН011115","650-1004013","Поршень на дв 650 (кован.головка,2-х составной)","шт","8400","","2.84","0","0"
"ДН14922","650-1004013","Поршень на дв 650 в сборе (2-х составной) MALE","шт","41880","","0","0","0"
"ДН011268","5340/536-1004013","Поршень на двиг. 536, 5340 (+кольца+палец+стопора)","шт","2820","","2","0","0"
"ДН012196","5340-1004015","Поршень на дв. 536, 5340 голый","шт","1740","","1.25","0","0"
"ДН13749","651-1004013","Поршень на дв. 651 (кован.головка,2-х составной)","шт","9300","","2.91","0","0"
"ДН005253","8401-1004015","Поршень на дв. 8401 (КМЗ)","шт","2800","","0","0","0"
"ДН001911","236-1004015-КЮ","Поршень на дв.236 (КМЗ) без вставки","шт","800","","2.8","0","0"
"ДН001910","238НБ-1004015-64В","Поршень на дв.238НБ (КМЗ) со вставкой","шт","1250","","2.8","0","0"
"ДН002972","238-1721250-А","Пр-ка (между КПП и Делителем)","шт","40","","0.003","0","0"
"ДН010174","6430-5001793","Пр-ка (шайба оси стабилизатора кабины н/о)","шт","13","","0.05","0","0"
"ДН003200","236-1701042","Пр-ка 040 крышки КПП","шт","12","","0","0","0"
"ДН002968","236-1701021","Пр-ка  боковой крышки  КПП","шт","9","","0","0","0"
"ДН012790","204А-1003278","Пр-ка болта клапанной крышки","шт","7","","0.01","0","0"
"ДН011717","236-1002258-А2","Пр-ка верхней крышки блока А-2 стар./обр.","шт","25","","0","0","0"
"ДН003203","236-1002258-А3","Пр-ка верхней крышки блока А-3 нов./обр.","шт","25","","0","0","0"
"ДН002973","238-1722014","Пр-ка верхней крышки делителя","шт","29","","0","0","0"
"ДН13661","14918","Пр-ка верхней крышки кпп 9JS135A, 9JS135TA","шт","70","","0","0","0"
"ДН002956","236-1003292","Пр-ка водяной трубы","шт","2","","0.001","0","0"
"ДН003892","7511-1303268","Пр-ка водяной трубы (3мм)","шт","6","","0.009","0","0"
"ДН011273","5340-1303324","Пр-ка водяной трубы ЯМЗ 536","шт","28","","0","0","0"
"ДН011274","5340-1303268","Пр-ка водяной трубы ЯМЗ 536","шт","42","","0","0","0"
"ДН003202","238Н-1723049","Пр-ка воздухораспределителя","шт","2","","0","0","0"
"ДН004357","238Ф-1115132","Пр-ка впускного коллектора (соединительного патрубка)","шт","23","","0","0","0"
"ДН010816","650-1115027","Пр-ка впускного коллектора задняя ЯМЗ 650","шт","150","","0","0","0"
"ДН005248","650-1115026","Пр-ка впускного коллектора передняя ЯМЗ 650","шт","150","","0","0","0"
"ДН002980","236-1115026","Пр-ка впускного коллектора","шт","6","","0","0","0"
"ДН011272","5340-1115026","Пр-ка впускного коллектора ЯМЗ 536","шт","54","","0","0","0"
"ДН006973","238Б-1115026","Пр-ка впускного коллектора ЯМЗ 7511 (3мм)","шт","12","","0","0","0"
"ДН011270","5340-1008027","Пр-ка выпускного коллектора ЯМЗ 536 (Фритэкс)","шт","55","","0","0","0"
"ДН010817","650-1008027","Пр-ка выпускного коллектора ЯМЗ 650","шт","130","","0.025","0","0"
"ДН009400","236-1008050","Пр-ка выхлопного коллектора (облицовка)","шт","30","","0.022","0","0"
"ДН003201","236-1008050","Пр-ка выхлопного коллектора (окантовка)","шт","14","","0.012","0","0"
"ДН007697","240-1008027","Пр-ка выхлопного коллектора (ЯЗТО)","шт","13","","0.012","0","0"
"ДН11963","240Н-1008027","Пр-ка выхлопного коллектора (ЯЗТО) сталь","шт","25.5","","0.02","0","0"
